"","ENS","Gene","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"775","ENSG00000113328","CCNG1",1368.11543084149,0.780273268559798,0.0978484960130098,4.91742258515102e-16,1.0711732655809e-14
"776","ENSG00000134247","PTGFRN",2714.3875928116,-0.658185368453589,0.0821586527057882,5.12444844401146e-16,1.1148316833995e-14
"777","ENSG00000087842","PIR",304.343843906093,1.28837406433498,0.167363531048617,5.22540862471422e-16,1.13533266927188e-14
"778","ENSG00000104361","NIPAL2",275.914950435382,1.08141772396577,0.138207188835965,5.47801999223588e-16,1.18868809137437e-14
"779","ENSG00000167702","KIFC2",216.619278782799,-1.46522139626751,0.194861374373366,5.73519086651231e-16,1.24289463682235e-14
"780","ENSG00000106400","ZNHIT1",903.172785061169,1.01112247627233,0.128874112158438,6.17816896643207e-16,1.33717754476034e-14
"781","ENSG00000144895","EIF2A",1148.68643140587,0.673888488669275,0.084433089787104,6.26880809710637e-16,1.35505785269334e-14
"782","ENSG00000108406","DHX40",699.420368638002,0.82066782429933,0.10356254013991,6.48711752881995e-16,1.4004541959276e-14
"783","ENSG00000198856","OSTC",642.043636951851,1.15505565880829,0.148972413164229,6.88776083961993e-16,1.48504697949507e-14
"784","ENSG00000132361","CLUH",1856.04376606979,-0.784276867244823,0.0989347912689429,7.10196649196238e-16,1.52927803976159e-14
"785","ENSG00000135452","TSPAN31",367.305024802586,1.04842281960881,0.134304248829984,7.27143902445255e-16,1.5637762243415e-14
"786","ENSG00000100393","EP300",705.425297675477,-0.918463912602425,0.116745089954603,7.36882147144171e-16,1.58270285090177e-14
"787","ENSG00000158286","RNF207",104.558746943732,-1.83739524422101,0.263973418486169,7.52734794068254e-16,1.61469743246001e-14
"788","ENSG00000164976","MYORG",517.815193389544,-0.852915634977434,0.108141185684725,7.87940236544764e-16,1.68807196362293e-14
"789","ENSG00000100354","TNRC6B",432.838390949567,-1.20854212430022,0.156918020998063,7.91727492770271e-16,1.69403593573482e-14
"790","ENSG00000204569","PPP1R10",1006.88695826001,-0.717318630707908,0.0903915068246576,8.06282680346936e-16,1.72299546957177e-14
"791","ENSG00000087086","FTL",3601.13820333013,0.639213931871091,0.0802956605139169,8.08282120056925e-16,1.72508454498116e-14
"792","ENSG00000140829","DHX38",710.590367305106,-0.911170427162068,0.115973596953561,8.22555818604678e-16,1.75333173354598e-14
"793","ENSG00000169180","XPO6",1207.0147652861,-0.669989814797768,0.0843026443156197,8.32783215265848e-16,1.77289359900606e-14
"794","ENSG00000107404","DVL1",1080.57040942395,-0.747560536362072,0.0944553572810835,8.77785703373823e-16,1.86399726344112e-14
"795","ENSG00000272333","KMT2B",529.913573712363,-0.930344944499575,0.118665801172729,8.77049263859309e-16,1.86399726344112e-14
"796","ENSG00000144824","PHLDB2",1539.97375971479,-0.63385423580122,0.0797512860808301,9.08569872673661e-16,1.92694429528602e-14
"797","ENSG00000138085","ATRAID",541.967119222255,1.13273766317222,0.146536815038257,9.18459970666934e-16,1.94547568692587e-14
"798","ENSG00000170442","KRT86",332.782467625954,1.22496242166218,0.159699147620324,9.26190474919443e-16,1.95939192952256e-14
"799","ENSG00000133226","SRRM1",882.697471242083,-0.736185092831173,0.0931667409248323,1.00374838065084e-15,2.12081103406101e-14
"800","ENSG00000096060","FKBP5",6916.34888663877,-0.642726820889795,0.0810323942815907,1.01262402604355e-15,2.13688985095841e-14
"801","ENSG00000235552","RPL6P27",663.395625694213,0.89825509650689,0.114701580235017,1.05396188947583e-15,2.22134639427354e-14
"802","ENSG00000168172","HOOK3",452.842316950276,-1.09965626234287,0.142325440272646,1.09701335460634e-15,2.3091994329756e-14
"803","ENSG00000113732","ATP6V0E1",1268.70666000359,0.85281668057728,0.108724032499051,1.11242863732251e-15,2.33873228583793e-14
"804","ENSG00000086570","FAT2",1281.05143877512,-1.01296075465886,0.130506806949918,1.19237688557385e-15,2.50108543265974e-14
"805","ENSG00000134982","APC",319.687840669293,-1.22771108197601,0.160782767816541,1.1926156695244e-15,2.50108543265974e-14
"806","ENSG00000173064","HECTD4",380.399352628204,-1.24214066524136,0.163037979455745,1.2581405228543e-15,2.63522683707522e-14
"807","ENSG00000112312","GMNN",318.306694315122,1.21518420192737,0.159194708246208,1.29953728925015e-15,2.71856115453792e-14
"808","ENSG00000021355","SERPINB1",376.817527075834,0.978137706219553,0.125991801828625,1.34601866651031e-15,2.80536878123791e-14
"809","ENSG00000164032","H2AFZ",2046.59633321921,0.732182133041331,0.0930743662827899,1.34510159374983e-15,2.80536878123791e-14
