ENS,Gene,SGPL1_Control.A,SGPL1_Control.B,SGPL1_Control.C,SGPL1_KO.A,SGPL1_KO.B,SGPL1_KO.C,SGPL1_OE.A,SGPL1_OE.B,SGPL1_OE.C
ENSG00000066084,DIP2B,60.45689404,63.43072252,66.53880927,36.05634346,35.32859306,36.1808658,60.08979188,57.71599965,45.91530655
ENSG00000151240,DIP2C,5.180140916,6.041396861,6.604267983,2.536201938,1.806936066,3.05576407,6.72359406,6.981800049,5.7921752
ENSG00000138463,DIRC2,32.85802379,34.00037655,35.43119965,34.74547738,34.42134801,23.30200242,36.36703842,34.68935885,33.46139634
ENSG00000083520,DIS3,25.04511443,24.11158566,25.12108026,26.39105182,23.44072405,25.96123286,26.48148051,26.38938593,20.41075184
ENSG00000166938,DIS3L,15.83992382,15.38524248,15.81640141,12.65122783,11.24657905,11.13135561,17.62317639,23.66961892,18.73116077
ENSG00000144535,DIS3L2,9.39799661,9.810781939,10.78770371,6.208060153,5.29278011,4.135279146,10.86450537,10.16477464,9.315992631
ENSG00000154309,DISP1,2.069257891,2.282899214,1.340863908,3.271730057,2.925242213,2.844913222,1.919548334,0.831208274,1.298680413
ENSG00000140323,DISP2,1.398211594,1.487498156,1.766701981,1.135377311,1.805246056,0.812231491,2.294462603,1.460845934,1.532904895
ENSG00000150764,DIXDC1,20.09983222,15.58268824,17.43636603,11.20067912,9.302692973,9.496910395,18.12062143,17.55904329,16.32003892
ENSG00000130826,DKC1,71.2897642,72.00452432,74.60544148,73.20117622,79.73306326,66.27748755,90.16204498,111.6306185,102.735618
ENSG00000107984,DKK1,134.3206867,105.5923377,138.4914873,231.4186254,244.680189,233.419151,78.83025823,100.2602596,102.3310927
ENSG00000050165,DKK3,44.73154603,43.47812655,36.52671165,14.63008072,16.09520457,15.40858214,45.73961293,48.2931868,39.98886861
ENSG00000150768,DLAT,111.8140564,115.7115212,103.830668,92.14756559,89.04195809,83.99524897,116.5643623,104.6631022,94.57510346
ENSG00000164741,DLC1,4.622744689,5.290239935,4.887402223,5.87829361,5.279971258,5.198260159,5.200922286,6.501433831,5.974666348
ENSG00000091140,DLD,120.4395305,124.2951784,111.3841863,115.3240501,116.0559372,127.0415919,104.1515013,105.7165938,95.5552841
ENSG00000075711,DLG1,32.02731817,30.05642996,31.08315749,21.45488743,20.93037827,19.49735754,34.24207924,33.16197608,26.81003919
ENSG00000227375,DLG1-AS1,0.813997021,0.403466552,0,1.881964783,2.472341093,4.59168947,1.324995265,0.810904543,0.955679412
ENSG00000082458,DLG3,27.29729184,33.74333809,29.61956983,16.71048422,15.24885594,13.43790369,31.72112182,31.48731008,26.46928389
ENSG00000132535,DLG4,3.42590066,2.389897746,2.817140258,2.073071516,1.835174131,1.537534697,2.98334415,2.991541375,1.929523293
ENSG00000151208,DLG5,49.53466462,57.27524718,56.74939324,25.31792883,27.45926658,23.31103565,51.91110617,54.58644479,38.15047509
ENSG00000177337,DLGAP1-AS1,3.699339486,2.648559614,2.607420662,9.123082209,4.815406721,10.04739486,3.791410916,1.228428409,1.65456676
ENSG00000080845,DLGAP4,46.36256687,49.63901003,53.93425955,30.88732677,29.3698353,21.46056546,55.78837111,53.67878533,48.29945622
ENSG00000126787,DLGAP5,69.51759726,57.88802817,63.01616962,52.77370379,59.48774341,65.01616981,86.98426312,97.19576928,91.2495638
ENSG00000171462,DLK2,188.4600596,192.8014361,217.1389028,263.1410124,303.7984682,292.0717451,209.155579,206.3441083,194.8079701
ENSG00000198719,DLL1,1.821955102,0.903072031,1.80587265,2.738039467,1.38344931,1.570173175,2.22428506,1.588154106,0.458374347
ENSG00000090932,DLL3,0.49833221,0.988015304,1.053724622,1.536195088,0.576600777,0.416451931,3.24466946,3.309593218,1.448746576
ENSG00000119689,DLST,149.8359021,137.9191592,143.1489996,139.6296625,135.7524628,140.9585399,166.2300953,166.2222818,137.9230068
ENSG00000144355,DLX1,2.923548964,4.347267338,2.704559863,2.478394742,1.902782562,1.526990414,4.097897355,4.732718302,3.92275996
ENSG00000115844,DLX2,0.878245524,1.160832073,1.702297861,1.218304566,2.413436202,0.550456659,3.176837072,2.041454235,3.142433088
ENSG00000064195,DLX3,8.649505361,9.209588449,5.080388693,4.888325541,5.143002838,7.027530467,9.733875592,14.83977715,9.45652447
ENSG00000105880,DLX5,4.239062181,8.65174334,4.481753443,3.228476053,3.029468415,10.3150654,7.03549187,5.465003756,5.353307743
ENSG00000006377,DLX6,2.398455809,3.003337087,2.402308616,1.517644808,2.848190251,1.582396452,3.42466725,4.275667802,2.540684517
ENSG00000137038,DMAC1,44.79497517,38.71718574,40.28088975,63.39282472,60.5919066,68.74143648,34.07920526,32.87306845,46.73645669
ENSG00000105341,DMAC2,36.13228913,40.05006448,38.62069505,42.59520784,44.01822447,39.94259768,39.42533846,40.64272636,49.01435293
ENSG00000178028,DMAP1,20.19436617,24.4849215,19.05123076,7.829464238,13.61525488,12.85191932,18.79585101,19.11176296,22.56296352
ENSG00000100206,DMC1,0,0.751270423,2.003086741,1.635336113,0.876875302,0.949989389,4.386120448,1.76159179,3.474285841
ENSG00000198947,DMD,1.471823699,2.028992966,1.653342783,1.658895726,0.838190309,1.124288077,1.522319829,2.268077709,1.450290617
ENSG00000161249,DMKN,34.40933478,30.17264773,28.78227194,32.25402966,34.7778416,36.10314882,29.98626498,32.99825384,37.54722603
ENSG00000104936,DMPK,19.89295334,22.83405596,20.95278105,19.71111334,18.88548505,15.56190987,12.41678925,12.96324693,11.89097153
ENSG00000176399,DMRTA1,2.646947527,2.006570764,2.304637477,2.879884526,2.29700986,1.561433806,0.844824825,2.016446394,1.880270281
ENSG00000135164,DMTF1,4.688085041,5.291595823,8.931484915,3.648729778,4.390541968,5.17846797,7.202949943,10.82023973,8.376792418
ENSG00000158856,DMTN,16.2362197,19.66134993,16.96018425,12.4977524,14.00535313,12.06537496,22.57784428,19.66126262,20.87227522
ENSG00000185800,DMWD,21.74008137,22.45884779,22.33954112,16.9307507,12.5773004,12.81322003,22.01903054,24.6971355,20.41928671
ENSG00000172869,DMXL1,13.92372251,10.80911373,13.27567214,5.085996068,5.710434072,4.821740124,13.76430845,14.31418421,8.658818745
ENSG00000104093,DMXL2,8.315185618,7.212647682,6.660030082,2.854583592,2.924619199,2.526883245,8.44238642,7.750181851,6.44494517
ENSG00000138346,DNA2,5.298004976,7.96557665,8.96211512,4.654624329,6.666500125,7.637432458,17.43944868,14.16230378,13.68435895
ENSG00000165506,DNAAF2,17.52950924,13.7570981,17.29755452,27.2890583,23.45188563,22.52323683,21.87599674,18.48158231,16.46452324
ENSG00000167646,DNAAF3,2.238923211,2.741727508,3.063311293,2.801346185,1.714348311,2.641480691,4.001737164,2.099216244,3.976071242
ENSG00000164818,DNAAF5,32.28537491,28.92545472,32.45926447,21.12564123,18.02610394,16.34108609,37.08455546,37.86704993,31.7542858
ENSG00000086061,DNAJA1,251.3424793,261.9263875,262.8025279,184.8079541,166.9094999,151.6081704,271.5127026,286.7603743,293.3955752
ENSG00000069345,DNAJA2,95.03896121,101.4413599,97.3226389,106.8190819,117.9948096,109.9960497,86.92996608,96.77796042,106.6017546
ENSG00000103423,DNAJA3,45.44969231,51.57884222,50.00241987,45.95645683,44.83150543,47.33605497,55.06057082,60.04260179,56.23850031
ENSG00000140403,DNAJA4,7.851687317,9.026301551,8.440721648,7.322273537,6.928176331,7.112981289,18.11493615,15.64371553,13.5010405
ENSG00000132002,DNAJB1,564.3881239,519.687027,528.5525045,475.9999386,479.6410907,459.1087029,603.9272152,577.3178244,580.15336
ENSG00000090520,DNAJB11,21.77804218,27.68212808,24.78983242,20.00002165,21.66458445,20.35578671,29.80888697,30.46413858,30.08678516
ENSG00000148719,DNAJB12,44.90926677,43.43558732,43.68194477,41.67663062,40.32762193,33.28773283,42.80157493,42.32665396,37.67457625
ENSG00000164031,DNAJB14,21.55948305,21.60505838,23.82181332,18.48086514,24.58677725,26.81545864,20.77608581,22.47964004,19.81776366
ENSG00000135924,DNAJB2,74.03929273,71.68987341,73.29175652,52.61726016,45.67082138,55.64906138,64.6664901,60.18474472,53.33862952
ENSG00000162616,DNAJB4,52.74451132,50.42356477,52.6592855,40.73904721,45.36370007,39.90592694,40.66510208,33.82016273,32.62741291
ENSG00000137094,DNAJB5,1.402593831,1.536782249,1.248752814,0.682695424,0.384367892,0.74029615,1.762386901,1.3972652,0.990511872
ENSG00000105993,DNAJB6,33.06360975,32.80545842,30.32226651,27.91955871,30.32987055,30.74825199,31.18616618,28.97618342,28.00507851
ENSG00000128590,DNAJB9,25.87335074,22.93106442,23.36918747,28.52311163,34.05091122,39.73604486,16.92066287,21.33696574,21.84141122
ENSG00000136770,DNAJC1,58.68232017,62.32829075,64.07308688,49.7470559,39.86036537,56.04606742,71.07216069,73.42219577,69.71662122
ENSG00000077232,DNAJC10,30.10127341,30.90436105,26.50649192,20.72199561,22.94711868,22.70463637,38.10219054,36.70129013,33.73332798
ENSG00000007923,DNAJC11,53.30099094,60.38679045,57.25707001,30.93660569,30.51452303,27.88417277,52.7346204,58.55323467,45.11501943
ENSG00000138246,DNAJC13,41.3201751,43.02086756,43.5903153,14.70050962,14.77406267,13.47271729,49.78918519,48.85598826,34.71978626
ENSG00000135392,DNAJC14,17.1252637,16.9766496,20.6295306,8.638622593,9.186943016,10.14810861,19.25970743,19.02471084,14.55294793
ENSG00000120675,DNAJC15,83.55330752,87.498386,69.73056472,58.49102489,54.79157674,53.48858613,55.53026944,48.01032493,48.3534139
ENSG00000116138,DNAJC16,16.0482797,20.69178425,22.12161308,21.27591626,24.37160109,19.86246645,19.45433363,19.32643202,15.29815685
ENSG00000104129,DNAJC17,9.117909239,8.196185,8.741283566,7.431821411,7.912483044,8.717519898,10.48150202,9.468153435,9.745911715
ENSG00000170464,DNAJC18,5.822465071,6.236346112,7.50017986,6.808148068,8.305029975,4.697998207,5.737398063,5.667003531,5.118513544
ENSG00000205981,DNAJC19,14.55252343,17.31148287,16.92423963,25.45842817,27.1515292,30.55556361,18.68726126,22.83314757,25.30281361
ENSG00000225808,DNAJC19P5,2.752391826,5.457012798,11.63987789,2.545416924,0,1.725112588,13.4407352,8.225805423,9.232761772
ENSG00000258608,DNAJC19P9,1.2389684,1.228216556,0,2.291600422,0,6.212371255,0,4.93704561,3.324846404
ENSG00000105821,DNAJC2,16.92560902,20.1859021,18.44311401,11.33481065,10.86122058,11.62457316,20.2673299,20.47905808,19.53446423
ENSG00000168724,DNAJC21,29.62594374,29.63952859,35.02682384,33.9635758,35.38479977,31.54666957,31.90244547,31.50815172,29.73729959
ENSG00000170946,DNAJC24,5.525960832,6.633915767,6.163924612,4.500919085,5.851274504,4.702731726,5.116400171,6.060514138,5.237854032
ENSG00000059769,DNAJC25,16.19936909,15.23101729,10.41733311,9.884506889,6.811484173,10.04858208,11.59862727,15.30597896,15.12556134
ENSG00000115137,DNAJC27,2.397086622,3.06617362,3.760607776,1.144170339,2.281489523,1.550883578,3.020819575,3.235327453,2.593841323
ENSG00000177692,DNAJC28,4.383849883,2.08598715,1.112359299,0.810838456,3.347772008,1.318876398,3.044639658,1.397502427,2.117578587
ENSG00000102580,DNAJC3,73.98370142,71.87637536,81.59158771,54.9664343,61.63733365,55.09867645,72.09641351,75.79513162,59.96901745
ENSG00000176410,DNAJC30,12.17520958,14.1094767,17.58603791,20.61627115,16.81566582,18.48645886,14.88703934,16.91220405,15.64618178
ENSG00000247400,DNAJC3-AS1,2.664247838,1.800768634,1.792495816,2.015919168,1.786563225,1.214448516,1.839840729,2.654126024,3.087357376
ENSG00000110011,DNAJC4,16.11232721,22.88368281,18.18134828,25.35986096,24.19997773,15.14804954,18.6615694,14.19906278,13.71987741
ENSG00000101152,DNAJC5,284.8722964,314.2710318,307.6354589,203.3084476,189.8580273,168.1421359,321.237121,319.4664915,282.1993722
ENSG00000116675,DNAJC6,3.625024244,3.71748213,3.766482477,0.520204494,0.867801571,1.096852269,3.391198239,4.545196884,3.270610982
ENSG00000168259,DNAJC7,24.02176333,25.47856678,25.18391535,17.43052112,15.07325036,17.98307259,18.88551593,22.85948616,21.95377278
ENSG00000126698,DNAJC8,108.1179862,122.8318482,115.5797211,103.6033977,121.227821,127.8014943,124.9965652,126.5822132,130.1397997
ENSG00000259022,DNAJC8P1,16.3663729,6.9532905,7.415728657,2.162235882,12.17371639,2.930836439,3.805799572,0,3.137153462
ENSG00000213551,DNAJC9,18.91948638,14.33440932,19.14539269,12.37271956,9.733676906,14.22976648,19.21112749,25.98277508,28.83100575
ENSG00000119661,DNAL1,6.020934572,4.852589048,4.502525931,3.712114101,3.483294358,5.338450614,3.346567566,3.949942136,4.23642842
ENSG00000100246,DNAL4,19.32790704,22.88576849,19.48841284,23.83264439,26.71203943,23.77957664,27.38296285,26.56404819,27.25450483
ENSG00000213918,DNASE1,2.678401726,2.936292807,2.765114098,1.194783772,1.394583408,1.540488916,2.769759503,2.636835243,1.966034367
ENSG00000013563,DNASE1L1,10.62988111,13.14595968,10.45955146,12.8478256,10.86854787,12.5333688,11.87792626,9.960417829,11.22678806
ENSG00000105612,DNASE2,72.0852456,65.14380409,54.27233145,65.31780625,66.18853171,65.26110306,84.15134224,90.12691456,84.02161035
ENSG00000264070,DND1P1,2.874547081,4.477945346,1.302479254,0,0.71271994,3.088586842,1.336881436,1.636357893,1.653004374
ENSG00000187957,DNER,28.20291624,23.46293448,21.39848864,16.87665799,21.01916597,21.35068132,17.52293883,19.28141064,16.24984857
ENSG00000087470,DNM1L,58.94321555,60.38534623,61.11815038,42.63660735,42.70329739,43.04489936,66.75044238,64.96601504,61.42005383
ENSG00000079805,DNM2,52.14782328,60.54633436,53.04703557,36.0800494,34.36134009,31.30585925,55.08005219,60.39314586,48.18096435
ENSG00000107554,DNMBP,22.13066986,22.04018622,24.6433862,9.996361105,10.1803761,8.926121486,30.0195947,26.07826121,21.99592108
ENSG00000130816,DNMT1,44.70417046,51.35753173,49.23480608,16.91470601,17.64418389,18.36410174,68.0708202,85.17688842,66.62480027
ENSG00000119772,DNMT3A,2.920821773,3.681899928,3.850521795,2.200962495,2.346922937,1.130048876,3.521784679,5.67576027,3.604604936
ENSG00000088305,DNMT3B,3.005635652,5.121105962,4.567960719,2.953343351,3.260347371,2.354797312,6.930993951,7.017695771,6.679494348
ENSG00000123992,DNPEP,38.51958751,37.64110342,31.24497835,32.06914712,30.09236144,28.09977204,38.22614593,47.21458861,41.98624154
ENSG00000112667,DNPH1,144.0293313,145.8908522,145.2697832,168.3526915,174.9227348,141.2019179,161.9738532,155.6416496,188.8103484
ENSG00000101457,DNTTIP1,80.8695789,89.17800013,69.23731225,73.27963407,81.50387937,86.76595207,74.35382059,92.40292037,96.93905072
ENSG00000067334,DNTTIP2,39.16099282,40.7708103,38.77327242,34.07635432,32.67860742,34.58761247,46.45120627,48.75086279,44.3958541
ENSG00000150760,DOCK1,27.2933691,30.60404303,28.12184205,12.79336175,13.62702668,10.64561003,29.2123864,29.10519363,23.57835531
ENSG00000135905,DOCK10,1.158130249,1.109810592,1.428506985,0.392715012,0.402008211,0.145175919,1.759485501,3.34581806,1.372661289
ENSG00000147251,DOCK11,1.035269534,1.667713776,0.410452471,1.196773915,1.347603779,1.297748734,1.193665451,1.224711991,0.824780564
ENSG00000147459,DOCK5,29.48324803,34.45812284,35.7433576,15.39381043,16.38034489,17.83137827,40.96715092,47.52504656,38.77540515
ENSG00000130158,DOCK6,13.20874558,16.34173723,14.92298017,5.962697283,4.74831525,4.761963293,17.35942366,17.74149378,14.14585186
ENSG00000116641,DOCK7,9.976508064,8.590903554,8.700446293,4.702016044,4.927689541,4.88409939,11.62259691,11.66176191,9.752526569
ENSG00000107099,DOCK8,13.97641566,12.54154878,12.20819172,13.91743267,16.23544896,14.55382273,5.717534645,5.720189126,4.466073882
ENSG00000088387,DOCK9,28.55940908,26.74032034,31.46679463,13.11089006,12.73573192,12.62024184,31.97940224,33.36329531,26.87945102
ENSG00000260992,DOCK9-AS2,7.005468166,8.54729142,1.1394676,0.996718399,2.805837979,4.053052622,4.678256724,2.14733954,3.97683766
ENSG00000129932,DOHH,31.78032806,40.04124949,38.5855641,18.77199978,17.43694031,20.81847326,38.26972809,45.95747019,55.57243276
ENSG00000115325,DOK1,0.998407792,1.272527419,1.507954007,2.110467033,0.990187493,1.072749579,2.166896706,1.705053797,2.774976349
ENSG00000125170,DOK4,18.62724012,18.55566784,14.98640359,11.42831569,13.01056401,9.339974377,13.21294728,12.94427133,13.83795377
ENSG00000175283,DOLK,39.21030322,34.08922749,38.79491607,38.20089064,36.5739763,34.16953958,39.59205958,45.11897902,40.37307766
ENSG00000167130,DOLPP1,42.74939225,46.61625141,40.26628,26.59608104,33.55659358,29.71695285,40.90809406,36.39251181,43.28094294
ENSG00000159147,DONSON,18.33150967,18.54078771,19.25005724,14.08932854,10.85613957,14.12911922,29.1673184,31.34131048,34.56855402
ENSG00000083097,DOPEY1,6.796996677,8.197199214,9.245852235,4.324041254,5.147015782,5.535473262,12.07398913,9.833297314,6.709354687
ENSG00000142197,DOPEY2,11.5100576,12.93789446,12.93276798,9.531078299,10.65705738,7.606542944,13.69244923,13.04954647,9.983652165
ENSG00000104885,DOT1L,14.83914869,17.48733192,16.08892941,8.086927829,7.194234036,6.738270545,17.00683555,14.59421711,14.34903627
ENSG00000172269,DPAGT1,36.07509922,34.70060695,35.87639637,25.59301017,29.44748216,24.46915377,41.47168261,37.98930366,38.84544625
ENSG00000166171,DPCD,66.35038461,64.24495019,65.79869472,93.70626515,85.25201037,119.9233796,65.02493273,52.00758588,67.63339244
ENSG00000011332,DPF1,2.174389542,1.796266713,0.766291961,0.418933202,0.786219184,1.13569912,2.359595735,2.707660952,3.221464462
ENSG00000133884,DPF2,21.46674264,22.42939756,25.94559804,17.89519532,19.45960807,18.31857677,20.7250703,27.76058413,20.25045283
ENSG00000108963,DPH1,12.76608764,11.75670136,11.42050552,12.43482814,13.30713866,13.73018217,11.64018045,9.858011734,13.42976326
ENSG00000132768,DPH2,34.87928617,38.10782896,40.32840287,26.07966419,24.98728,22.51242488,38.1722996,45.98403036,42.21987554
ENSG00000154813,DPH3,19.1400688,18.58871182,19.9276998,27.40474566,27.82330624,35.56291079,17.60734976,20.325605,19.55464289
ENSG00000117543,DPH5,42.31640254,41.65887244,40.8689046,62.01904051,61.11861453,76.35569034,37.97598523,37.77961948,50.88526293
ENSG00000134146,DPH6,3.95470442,2.259986791,3.541651089,4.603917676,3.553000784,6.76535006,2.877863633,3.52253741,4.245075103
ENSG00000148399,DPH7,10.3311097,9.191049981,12.88304048,7.839367291,8.735413957,6.86262047,12.84003364,15.21787922,11.31477298
ENSG00000000419,DPM1,297.244635,313.2379599,272.3606059,304.2142278,308.5991719,326.5393725,315.9160487,330.9313534,370.5557846
ENSG00000136908,DPM2,35.79099047,30.48558128,33.79889433,33.26025007,27.59148746,35.93582513,47.32389369,45.52072427,41.96240428
ENSG00000179085,DPM3,99.28080868,90.10212449,82.04991096,135.1362664,141.3677709,174.4083279,76.62995795,59.20287612,103.193183
ENSG00000254986,DPP3,104.0995144,89.75461934,103.9320804,60.77638931,63.38780968,61.8194985,103.71067,104.357624,89.13317965
ENSG00000176978,DPP7,110.9146632,103.0801302,114.3330408,102.2891525,122.9877405,117.9871902,107.6570778,115.0971712,121.5388593
ENSG00000074603,DPP8,20.99645567,21.06756454,20.66759437,11.02822884,15.00522912,11.79854693,19.41103141,19.89843089,15.74352707
ENSG00000142002,DPP9,68.38721554,77.11603465,87.823466,48.02532662,47.33183054,40.47258373,93.37467985,93.78577675,81.03534224
ENSG00000173852,DPY19L1,21.19315232,14.16741299,17.98415247,17.27847615,13.37001138,20.44913837,18.4591651,19.37640027,15.29400031
ENSG00000229358,DPY19L1P1,0.502942839,3.157662378,2.304193253,0,0,0.630457492,1.45541757,2.839181877,2.136989271
ENSG00000227855,DPY19L2P3,0.714085236,1.415776719,0.970672435,0.943410448,0.796731615,0.511504178,1.660517759,2.540615484,1.231901219
ENSG00000178904,DPY19L3,3.226994961,4.518574645,4.051446228,3.096243163,3.045405168,2.022578899,4.027136771,3.777313859,4.302855788
ENSG00000156162,DPY19L4,25.656334,22.41305887,24.87012587,31.56088698,31.88947317,29.33464992,25.59314881,23.79827563,25.02161245
ENSG00000162961,DPY30,39.89705582,50.78326148,43.19355789,59.33016564,78.24684134,64.2159708,38.79261979,50.397271,53.85427589
ENSG00000188641,DPYD,1.585587662,2.115922085,1.676364408,2.143133251,2.169792951,1.987592907,1.455927813,2.065583449,1.268323297
ENSG00000092964,DPYSL2,15.37808393,16.30821094,17.39281096,9.040137519,7.603567106,9.190196827,33.24649692,33.54886925,31.31090707
ENSG00000113657,DPYSL3,9.328764159,6.965881777,9.350491127,0.560211553,0.841086966,1.063086514,16.95990248,20.2763411,14.42723521
ENSG00000151640,DPYSL4,14.25829208,21.89470708,18.3259794,15.51305204,16.01248714,15.94578514,14.2592092,10.44420811,11.53516505
ENSG00000144045,DQX1,12.36048128,8.218620661,7.012169073,9.200557257,9.156660165,10.77044296,6.21591944,5.706266408,5.056417192
ENSG00000117505,DR1,33.03877931,33.54127317,38.17080872,34.49325345,35.82136942,34.52941142,33.56349448,33.58738784,37.1203504
ENSG00000136048,DRAM1,40.94916346,33.37226481,34.07470853,33.27648095,32.47045319,39.43239585,28.38701468,26.4993417,29.24957676
ENSG00000156171,DRAM2,52.10774174,35.44449804,43.36948767,80.35827693,86.82986626,86.51291194,42.10878303,40.58902842,46.20853097
ENSG00000175550,DRAP1,246.2287809,235.3297157,235.4946027,275.5909009,230.332087,217.1678317,274.0529309,290.3266656,317.5083506
ENSG00000185721,DRG1,106.4441832,91.39875757,92.0387069,128.8133828,145.4255102,145.8324475,95.32852651,97.76158923,113.3571439
ENSG00000108591,DRG2,14.50767739,16.01210198,13.2890178,11.95012051,11.57029204,11.11770289,14.1499258,17.20264332,15.13155381
ENSG00000113360,DROSHA,36.61247173,44.93899138,40.6587817,30.75766646,32.54826153,28.16767381,47.25257269,51.56388774,46.9508484
ENSG00000134765,DSC1,1.323674271,3.129062126,1.507106643,0.753314679,0.706879341,1.021092161,2.983333404,2.637290929,1.024661456
ENSG00000134755,DSC2,66.86147828,67.52273047,67.08502699,44.8792372,41.9015014,38.15643792,67.46016444,62.17158624,57.87961559
ENSG00000134762,DSC3,182.6159603,167.9844179,185.7255227,133.518838,126.1708697,119.0249261,197.5575283,200.9978422,173.5221964
ENSG00000136982,DSCC1,9.092742758,10.40057928,11.83176973,12.93689985,12.29119496,7.671791402,17.26764872,21.25192673,22.17199293
ENSG00000111817,DSE,24.96798245,24.36948275,25.05599848,14.709152,12.99633337,14.91071055,27.34052784,27.31078255,23.69732568
ENSG00000171451,DSEL,1.361046767,2.140166685,2.927556165,1.475715489,1.547662196,0.941309005,2.495579344,3.366312774,2.676365003
ENSG00000046604,DSG2,458.3595921,447.8327829,459.1678119,338.7548107,417.8905559,349.3512511,445.5022727,413.1954995,320.2274262
ENSG00000134757,DSG3,460.9129006,486.044852,481.6967033,285.3942078,322.1878019,274.7663102,487.3988394,464.3645812,352.6792533
ENSG00000175065,DSG4,1.574302479,1.468838198,2.643511451,2.055413326,0.160726239,2.786042135,0,0.369016825,0.37277079
ENSG00000149636,DSN1,46.52034581,46.74621806,48.00865299,40.81960313,44.22805836,49.35875256,69.60764344,76.5539482,73.71108004
ENSG00000096696,DSP,758.3529769,814.1979316,879.740998,205.130509,237.5183178,231.0098815,949.2864051,918.9663301,654.9685181
ENSG00000151914,DST,42.08642374,44.23311,48.90326369,15.19403872,15.47119361,17.14542071,46.03584436,49.67126914,34.91338697
ENSG00000125868,DSTN,568.9622759,510.0035085,492.498939,675.7085171,609.8934898,655.8404944,443.7777744,447.7499462,475.675743
ENSG00000230982,DSTNP1,5.611327851,0.9271054,0,0.864894353,0.811581093,0,0,5.590009707,6.901737617
ENSG00000248593,DSTNP2,10.23242138,3.901393765,17.47561758,2.183760402,4.098300904,0.986670729,2.989533058,7.449130582,4.224510726
ENSG00000133059,DSTYK,20.21733285,15.3111867,20.23553285,13.04995461,13.35876843,11.83539189,24.27808237,23.20760962,19.14052286
ENSG00000125821,DTD1,10.64149495,11.89298783,8.957589946,11.97250498,9.234644278,11.4702779,12.72475256,12.6942708,13.64192357
ENSG00000129480,DTD2,8.208009057,6.102584585,7.438223284,5.693086185,6.868487106,12.86130449,6.680351929,9.929002749,8.456674551
ENSG00000143476,DTL,9.98196296,11.47158754,10.17986883,12.09060113,13.87501984,13.39861972,29.42904289,34.93614131,29.15774808
ENSG00000138101,DTNB,23.42961024,19.12398146,20.00980688,15.30812171,17.21628574,17.31678927,21.00060016,22.24934944,21.67954792
ENSG00000047579,DTNBP1,12.84931443,18.11599258,17.6604385,10.56272814,6.814243747,4.653159888,19.52127791,19.34297515,14.17589634
ENSG00000104047,DTWD1,2.957958566,3.047280953,2.299489081,3.27190295,3.145715593,3.707910704,3.146966838,3.380062218,2.859964323
ENSG00000169570,DTWD2,9.487706201,10.21364539,8.071730561,5.209709635,4.116695641,6.504089046,7.802310765,8.565567968,8.801889065
ENSG00000091073,DTX2,40.45175309,48.82197348,55.16937365,27.43921076,34.87931516,24.86735083,49.98112346,51.72588316,46.92850567
ENSG00000178498,DTX3,11.27894747,8.965950804,8.099782903,3.640936467,5.447939145,5.735461179,10.96949326,9.434081711,8.066637077
ENSG00000163840,DTX3L,29.93178392,25.86026141,32.68166131,21.05705859,23.55386182,14.64910099,30.10857248,31.92110692,28.32575456
ENSG00000110042,DTX4,121.8847923,111.3110154,118.356551,98.34022227,82.18819784,79.31709944,92.87263176,81.5539229,63.08589823
ENSG00000168393,DTYMK,68.88437066,73.31823114,78.76931956,96.05951472,103.5095736,115.4351286,104.6523494,113.2274059,131.4662147
ENSG00000243701,DUBR,1.986780681,1.800721623,2.400601367,1.75863357,2.53691923,1.636616406,2.156007068,2.431628684,2.703906058
ENSG00000137857,DUOX1,85.30221269,92.0709386,92.64595433,55.58304999,57.44125949,43.93852334,87.94759149,86.65501443,68.55451746
ENSG00000140279,DUOX2,3.285664181,2.989439944,3.140670841,1.331983851,2.031052663,1.80545834,1.41644124,1.748686021,1.69098481
ENSG00000140254,DUOXA1,50.48837851,47.61723959,45.59447466,29.39850517,35.90281207,29.44699035,45.6573214,45.87233174,40.9288503
ENSG00000140274,DUOXA2,1.364858088,3.889914576,4.328993425,1.577779027,1.48052259,0.641587577,3.332500842,1.35967282,1.144587179
ENSG00000169718,DUS1L,62.27039896,58.06501765,63.30626704,40.02316999,32.39762998,31.53226295,58.60639515,71.99967912,68.13621205
ENSG00000167264,DUS2,17.49927871,21.68427361,21.14415184,17.53197822,20.42851666,17.62713844,24.75456124,29.57349447,28.09236391
ENSG00000141994,DUS3L,12.70241342,14.01771102,16.97709388,8.754999738,11.7510412,12.61818367,18.33579491,24.23390127,24.52062771
ENSG00000105865,DUS4L,2.926606514,1.881865454,2.759654571,3.145427898,3.020179913,3.073700056,2.317536735,3.46706677,4.245256777
ENSG00000120129,DUSP1,209.9857561,207.7351668,206.704687,196.5926776,216.3450225,158.6932183,213.3365245,198.2120804,195.5180635
ENSG00000143507,DUSP10,65.07016458,60.84559618,62.77793358,48.93827402,48.05754332,37.98787011,43.40253916,47.96592164,43.6549275
ENSG00000144048,DUSP11,81.11012909,74.08079647,77.7103078,110.4167961,118.0926061,114.9030126,77.89861766,68.45553648,80.92421907
ENSG00000081721,DUSP12,23.44687929,31.31743099,30.52990674,25.79220986,27.4150435,25.06014858,30.26496232,39.83119856,29.63915646
ENSG00000079393,DUSP13,1.109854296,0.366740971,0.782263168,7.526898536,5.939282307,7.88371316,0.401462481,0.73709188,0.744590231
